filer,filingYear,name,description,fmv,nature,acquired,disposed,formUrl,legislatorDigitalDemocracyUrl
Roger Niello,2022,Citigroup,Banking,"$10,001 - $100,000",Stock,,2022-06-28,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Clorox,Household cleaners,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Coca Cola,Beverages,"$10,001 - $100,000",Stock,,2022-12-21,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Coinbase,Crytocoin exchange,"$2,000 - $10,000",Stock,,2022-12-19,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Colgate-Palmolive,Consumer products,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Comcast,Cable broadcaster,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Commerce Bancshares,Banking,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Compass Diversified,Conglomerate,"$10,001 - $100,000",Stock,,2022-12-19,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Conagra Brands,Food,"$10,001 - $100,000",Stock,,2022-12-19,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,ConocoPhillips,Gas company,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,ConocoPhillips,Gas company,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Consolidated Edison,Utility,"$10,001 - $100,000",Stock,,2022-12-21,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Costco,Retail store,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Crown Castle,REIT,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Discover Financial Services,Financial services,"$10,001 - $100,000",Stock,,2022-05-02,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Dominguez Energy,Energy,"$2,000 - $10,000",Income Received of $0 - $499,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Duke Energy,Energy utility ,"$2,000 - $10,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Ecolab Inc.,Water and industrial cleaning,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Edison International,Energy utility,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Edwards Lifesciences,Drugs,"$100,001 - $1,000,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Emerson Electric,Electric equipment mfgr,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Eversource Energy,Public utility,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Factset Research Systems,Financial data and analytics,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Federal Realty Investment,Real estate,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Fidelity National Financial,Financial services,"$10,001 - $100,000",Stock,,2022-04-18,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,FirstEnergy Corp,Energy,"$10,001 - $100,000",Stock,,2022-05-02,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,General Dynamics,Defense contractor,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Gilead Sciences,Pharma company,"$10,001 - $100,000",Stock,,2022-12-19,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Growth Factory,Venture capital fund,"$10,001 - $100,000",Income Received of $0 - $499,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Home Depot,Home improvement store ,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Honeywell,Computer mfgr,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Huntsman Corp,Chemicals,"$10,001 - $100,000",Stock,,2022-09-07,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,IBM,Computer mfgr,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,IBM,Computers,"$10,001 - $100,000",Stock,,2022-05-05,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Illinois Tool Works Inc.,Tool mfgr,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Intel,Computer chip mfgr,"$10,001 - $100,000",Stock,,2022-06-28,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,J M Smucker Co.,Food products,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,JP Morgan Chase,Banking,"$10,001 - $100,000",Stock,,2022-12-19,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Jack Henry & Assoc,Service for financial services,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Johnson & Johnson,Drug company,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,KKR Real Estate,REIT,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,KLA Corp,Computer mfg equipment mfgr,"$100,001 - $1,000,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,L3 Harris Technologies,Defense contractor,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Linde Plc,Industrial gas,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Lockheed Martin,Defense contractor,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Lowes,Home improvement stores,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,LyondellBasell,Chemicals,"$10,001 - $100,000",Stock,,2022-12-21,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,McCormick & Co,Seasonings,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,McDonalds,Fast food restaurants,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Medtronics,Medical therapies,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Merck,Pharma,"$10,001 - $100,000",Stock,,2022-12-21,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Microsoft,Software developer,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Mondelez International,Food and snack mfrg,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Moneta Ventures Fund II,Venture capital fund,"$10,001 - $100,000",Income Received of $0 - $499,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Moneta Ventures Fund III,Venture Capital Fund ,"$10,001 - $100,000",Income Received of $0 - $499,2022-05-09,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Morgan Stanley,Financial services,"$10,001 - $100,000",Stock,,2022-04-18,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,NRG Energy,Energy,"$10,001 - $100,000",Stock,,2022-12-19,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,New Jersey Resources Corp,Energy services,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Nextera Energy,Energy services ,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Nike,Shoe and clothes mfgr,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,NorCal Investment Fund I,Venture capital fund,"$10,001 - $100,000",Income Received of $0 - $499,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,NorCal Investment Fund II,Venture Capital Fund,"$10,001 - $100,000",Income Received of $0 - $499,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Nucor,Steel production ,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Nutrien Ltd,Ag,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Organon,Pharma company,"$10,001 - $100,000",Stock,,2022-12-19,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,PPG Industries,Paint and coating supplier,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Paychex,Payroll processing service,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Pepsi Co.,Soft drink bottler,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Pfizer,Pharma,"$10,001 - $100,000",Stock,,2022-12-21,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Proctor & Gamble,Consumer products,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Prologis Inc.,REIT,"$10,001 - $100,000",Stock,2022-05-05,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Prudential,Financial services,"$10,001 - $100,000",Stock,,2022-12-21,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Qualcomm,Semiconductor company,"$10,001 - $100,000",Stock,,2022-09-14,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,RTX (formerly Raytheon),Defense contractor,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Realty Income Corp,REIT,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Republic Services,Waste management,"$10,001 - $100,000",Stock,,2022-12-19,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Restaurant Brands International,Restaurants,"$10,001 - $100,000",Stock,,2022-12-19,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Rio Tinto,Mining,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Sherwin Williams,Paint mfgr & retailer,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Southern Co.,Electric utility,"$10,001 - $100,000",Stock,,2022-12-21,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Southern Copper Corp,Mining,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Starbucks,Coffee retailer,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Stryker Corporation,Medical technology ,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,T Rowe Price Group,Investment management,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Takeda Pharmaceutical,Drugs,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Target,Retail stores,"$10,001 - $100,000",Stock,2022-08-05,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Texas Instruments,Electronic device mfgr,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Tractor Supply Co.,Tractor supply,"$10,001 - $100,000",Stock,2022-05-05,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,UPS,Package delivery,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Union Pacific,Railroad,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,United Healthcare,Healthcare insurance,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,VF Corp,Apperal,"$10,001 - $100,000",Stock,,2022-12-08,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Verizon Communications,Communications,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
Roger Niello,2022,Viacom,Broadcaster,"$10,001 - $100,000",Stock,,2022-02-24,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58c54d9b-1f38-4479-b1b4-787462c9d8dc.pdf,https://digitaldemocracy.calmatters.org/legislators/roger-niello-165442
