filer,filingYear,name,description,fmv,nature,acquired,disposed,formUrl,legislatorDigitalDemocracyUrl
Dawn Addis,2022,AT&T,Telecommunications,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/abe79aa1-e3b3-40f7-a21c-07c457bfbff9.pdf,https://digitaldemocracy.calmatters.org/legislators/dawn-addis-165438
Dawn Addis,2022,Etsy,Online marketplace,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/abe79aa1-e3b3-40f7-a21c-07c457bfbff9.pdf,https://digitaldemocracy.calmatters.org/legislators/dawn-addis-165438
Dawn Addis,2022,Verizon Communications,Telecommunications,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/abe79aa1-e3b3-40f7-a21c-07c457bfbff9.pdf,https://digitaldemocracy.calmatters.org/legislators/dawn-addis-165438
Dawn Addis,2022,Warner Brothers,TV/Film,"$2,000 - $10,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/abe79aa1-e3b3-40f7-a21c-07c457bfbff9.pdf,https://digitaldemocracy.calmatters.org/legislators/dawn-addis-165438
Dawn Addis,2023,AT&T,Telecommunications,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e8d40e04-85a1-44ee-8f66-d9860e051e0e.pdf,https://digitaldemocracy.calmatters.org/legislators/dawn-addis-165438
Dawn Addis,2023,Etsy,Online marketplace ,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e8d40e04-85a1-44ee-8f66-d9860e051e0e.pdf,https://digitaldemocracy.calmatters.org/legislators/dawn-addis-165438
Dawn Addis,2023,Verizon Communications,Telecommunications,"$2,000 - $10,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e8d40e04-85a1-44ee-8f66-d9860e051e0e.pdf,https://digitaldemocracy.calmatters.org/legislators/dawn-addis-165438
Dawn Addis,2023,Vodafone,Telecommunications,"$2,000 - $10,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e8d40e04-85a1-44ee-8f66-d9860e051e0e.pdf,https://digitaldemocracy.calmatters.org/legislators/dawn-addis-165438
Dawn Addis,2023,Warner Brothers,TV/Film,"$2,000 - $10,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e8d40e04-85a1-44ee-8f66-d9860e051e0e.pdf,https://digitaldemocracy.calmatters.org/legislators/dawn-addis-165438
Joaquin Arambula,2022,Erp Operating Limited,"Two North Riverside, Chicago IL 60606","$100,001 - $1,000,000",Partnership,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/84493db1-4846-4f47-8c70-f76c36c01cb1.pdf,https://digitaldemocracy.calmatters.org/legislators/joaquin-arambula-17377
Joaquin Arambula,2023,Ameriprise Financial,Financial,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/2a059c76-c211-4950-856c-f05c26cb68ee.pdf,https://digitaldemocracy.calmatters.org/legislators/joaquin-arambula-17377
Joaquin Arambula,2023,Bank of America,Financial,"$2,000 - $10,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/2a059c76-c211-4950-856c-f05c26cb68ee.pdf,https://digitaldemocracy.calmatters.org/legislators/joaquin-arambula-17377
Joaquin Arambula,2023,Berkshire Hathaway,Insurance,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/2a059c76-c211-4950-856c-f05c26cb68ee.pdf,https://digitaldemocracy.calmatters.org/legislators/joaquin-arambula-17377
Joaquin Arambula,2023,Blackstone,Private Investment Banking,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/2a059c76-c211-4950-856c-f05c26cb68ee.pdf,https://digitaldemocracy.calmatters.org/legislators/joaquin-arambula-17377
Joaquin Arambula,2023,Boston Scientific,Medical,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/2a059c76-c211-4950-856c-f05c26cb68ee.pdf,https://digitaldemocracy.calmatters.org/legislators/joaquin-arambula-17377
Joaquin Arambula,2023,Brinker International Inc,Food,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/2a059c76-c211-4950-856c-f05c26cb68ee.pdf,https://digitaldemocracy.calmatters.org/legislators/joaquin-arambula-17377
Joaquin Arambula,2023,Citigroup,Financial,"$2,000 - $10,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/2a059c76-c211-4950-856c-f05c26cb68ee.pdf,https://digitaldemocracy.calmatters.org/legislators/joaquin-arambula-17377
Joaquin Arambula,2023,Colgate-Palmolive,Consumer Products,"$2,000 - $10,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/2a059c76-c211-4950-856c-f05c26cb68ee.pdf,https://digitaldemocracy.calmatters.org/legislators/joaquin-arambula-17377
Joaquin Arambula,2023,Costco,Retail,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/2a059c76-c211-4950-856c-f05c26cb68ee.pdf,https://digitaldemocracy.calmatters.org/legislators/joaquin-arambula-17377
Joaquin Arambula,2023,Deutsche Telekom,Telecommunications,"$2,000 - $10,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/2a059c76-c211-4950-856c-f05c26cb68ee.pdf,https://digitaldemocracy.calmatters.org/legislators/joaquin-arambula-17377
Joaquin Arambula,2023,Erp Operating Limited,"Two North Riverside, Chicago IL 60606","$100,001 - $1,000,000",Income Received of $500 or More,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/2a059c76-c211-4950-856c-f05c26cb68ee.pdf,https://digitaldemocracy.calmatters.org/legislators/joaquin-arambula-17377
Joaquin Arambula,2023,General Mills,food,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/2a059c76-c211-4950-856c-f05c26cb68ee.pdf,https://digitaldemocracy.calmatters.org/legislators/joaquin-arambula-17377
Joaquin Arambula,2023,JP Morgan Chase,Financial,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/2a059c76-c211-4950-856c-f05c26cb68ee.pdf,https://digitaldemocracy.calmatters.org/legislators/joaquin-arambula-17377
Joaquin Arambula,2023,SBA Communications,Real Estate,"$2,000 - $10,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/2a059c76-c211-4950-856c-f05c26cb68ee.pdf,https://digitaldemocracy.calmatters.org/legislators/joaquin-arambula-17377
Joaquin Arambula,2023,UPS,Shipping Courier,"$2,000 - $10,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/2a059c76-c211-4950-856c-f05c26cb68ee.pdf,https://digitaldemocracy.calmatters.org/legislators/joaquin-arambula-17377
Patricia Bates,2021,AbbVie,Pharma/Med Products,"$2,000 - $10,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/cb9b61b8-1195-4f6a-880a-a87c148dc1be.pdf,https://digitaldemocracy.calmatters.org/legislators/patricia-bates
Patricia Bates,2021,Citigroup,Financial Services,"$2,000 - $10,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/cb9b61b8-1195-4f6a-880a-a87c148dc1be.pdf,https://digitaldemocracy.calmatters.org/legislators/patricia-bates
Patricia Bates,2021,Johnson & Johnson,Medical/Drug Products,"$2,000 - $10,000",,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/cb9b61b8-1195-4f6a-880a-a87c148dc1be.pdf,https://digitaldemocracy.calmatters.org/legislators/patricia-bates
Patricia Bates,2021,Kimberly-Clark,Medical Supplies,"$2,000 - $10,000",,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/cb9b61b8-1195-4f6a-880a-a87c148dc1be.pdf,https://digitaldemocracy.calmatters.org/legislators/patricia-bates
Patricia Bates,2021,Northwest Natural Gas,Production and Distribution,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/cb9b61b8-1195-4f6a-880a-a87c148dc1be.pdf,https://digitaldemocracy.calmatters.org/legislators/patricia-bates
Patricia Bates,2021,Spdr Gold Trust,Metals Investment,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/cb9b61b8-1195-4f6a-880a-a87c148dc1be.pdf,https://digitaldemocracy.calmatters.org/legislators/patricia-bates
Rebecca Bauer-Kahan,2021,Expedia,online travel market place,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/a1b99cbf-7c93-4ae6-a92a-415b16594676.pdf,https://digitaldemocracy.calmatters.org/legislators/rebecca-bauer-kahan-165035
Rebecca Bauer-Kahan,2021,IAC Inc,media & internet,"$2,000 - $10,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/a1b99cbf-7c93-4ae6-a92a-415b16594676.pdf,https://digitaldemocracy.calmatters.org/legislators/rebecca-bauer-kahan-165035
Rebecca Bauer-Kahan,2021,Match Group,online dating,"$2,000 - $10,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/a1b99cbf-7c93-4ae6-a92a-415b16594676.pdf,https://digitaldemocracy.calmatters.org/legislators/rebecca-bauer-kahan-165035
Rebecca Bauer-Kahan,2021,Trip Advisor,online travel market place,"$2,000 - $10,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/a1b99cbf-7c93-4ae6-a92a-415b16594676.pdf,https://digitaldemocracy.calmatters.org/legislators/rebecca-bauer-kahan-165035
Rebecca Bauer-Kahan,2022,Expedia,online travel market place,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/b5202e3e-0eb9-466d-85dc-339f22d7c5d2.pdf,https://digitaldemocracy.calmatters.org/legislators/rebecca-bauer-kahan-165035
Rebecca Bauer-Kahan,2022,IAC Inc,media & internet,"$2,000 - $10,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/b5202e3e-0eb9-466d-85dc-339f22d7c5d2.pdf,https://digitaldemocracy.calmatters.org/legislators/rebecca-bauer-kahan-165035
Rebecca Bauer-Kahan,2022,Match Group,online dating,"$2,000 - $10,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/b5202e3e-0eb9-466d-85dc-339f22d7c5d2.pdf,https://digitaldemocracy.calmatters.org/legislators/rebecca-bauer-kahan-165035
Rebecca Bauer-Kahan,2022,Trip Advisor,online travel market place,"$2,000 - $10,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/b5202e3e-0eb9-466d-85dc-339f22d7c5d2.pdf,https://digitaldemocracy.calmatters.org/legislators/rebecca-bauer-kahan-165035
Rebecca Bauer-Kahan,2023,Expedia,technology,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5d35ce90-f9f3-4ae3-9dc0-495265200dae.pdf,https://digitaldemocracy.calmatters.org/legislators/rebecca-bauer-kahan-165035
Rebecca Bauer-Kahan,2023,IAC Inc,media & internet,"$2,000 - $10,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5d35ce90-f9f3-4ae3-9dc0-495265200dae.pdf,https://digitaldemocracy.calmatters.org/legislators/rebecca-bauer-kahan-165035
Rebecca Bauer-Kahan,2023,Match Group,online dating,"$2,000 - $10,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5d35ce90-f9f3-4ae3-9dc0-495265200dae.pdf,https://digitaldemocracy.calmatters.org/legislators/rebecca-bauer-kahan-165035
Rebecca Bauer-Kahan,2023,Trip Advisor,,"$2,000 - $10,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5d35ce90-f9f3-4ae3-9dc0-495265200dae.pdf,https://digitaldemocracy.calmatters.org/legislators/rebecca-bauer-kahan-165035
Josh Becker,2021,"Akkadian Holdings IV, LP",Investment Fund,"$10,001 - $100,000",Income Received of $500 or More,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8dea1d95-1d39-4b1e-8223-5c949ce6e445.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2021,"Akkadian Holdings V, LP",Investment Fund,"$10,001 - $100,000",Income Received of $0 - $499,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8dea1d95-1d39-4b1e-8223-5c949ce6e445.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2021,"Akkadian Ventures Gp Ii, LLC",Investment Fund,"$10,001 - $100,000",Income Received of $0 - $499,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8dea1d95-1d39-4b1e-8223-5c949ce6e445.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2021,Ap3K,Wifi access in Africa,"$10,001 - $100,000",Other,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8dea1d95-1d39-4b1e-8223-5c949ce6e445.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2021,Baymedica,Biosynthesis,"$10,001 - $100,000",Other,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8dea1d95-1d39-4b1e-8223-5c949ce6e445.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2021,Blue Run Spirits,Craft Distillery,"$10,001 - $100,000",Other,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8dea1d95-1d39-4b1e-8223-5c949ce6e445.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2021,"Dhi Group, Inc.",Technology,"$2,000 - $10,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8dea1d95-1d39-4b1e-8223-5c949ce6e445.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2021,Docusign,Electronic agreement managment,"$2,000 - $10,000",Stock,,2021-12-31,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8dea1d95-1d39-4b1e-8223-5c949ce6e445.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2021,Guardant Health Inc.,Healthcare,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8dea1d95-1d39-4b1e-8223-5c949ce6e445.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2021,Hack,Cyber Security ETF,"$2,000 - $10,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8dea1d95-1d39-4b1e-8223-5c949ce6e445.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2021,Manny LLC,Discussion and Event Space,"$10,001 - $100,000",Income Received of $0 - $499,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8dea1d95-1d39-4b1e-8223-5c949ce6e445.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2021,Mindkick LLC,Digital Educational Games,"$100,001 - $1,000,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8dea1d95-1d39-4b1e-8223-5c949ce6e445.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2021,People Power,"Internet of Things for safey, wellness and sustainability","$10,001 - $100,000",Other,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8dea1d95-1d39-4b1e-8223-5c949ce6e445.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2021,Radimmune Therapeutics,Medical Cancer Research,"$100,001 - $1,000,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8dea1d95-1d39-4b1e-8223-5c949ce6e445.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2021,"SB Technology, Inc",Quantum Computing Applications,"$100,001 - $1,000,000",Other,2021-09-15,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8dea1d95-1d39-4b1e-8223-5c949ce6e445.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2021,Sofi,Student Loans,"$10,001 - $100,000",Other,,2021-06-30,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8dea1d95-1d39-4b1e-8223-5c949ce6e445.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2021,Splunk Inc.,Cloud Technology,"$2,000 - $10,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8dea1d95-1d39-4b1e-8223-5c949ce6e445.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2021,Swiftmile,Charge systems for micro-mobility transit,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8dea1d95-1d39-4b1e-8223-5c949ce6e445.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2021,Synergis,Nursing Education,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8dea1d95-1d39-4b1e-8223-5c949ce6e445.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2021,Ulu Ventures,Investment Fund,"$10,001 - $100,000",Income Received of $0 - $499,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8dea1d95-1d39-4b1e-8223-5c949ce6e445.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2021,Ur Welcome,Information Resource for Immigrants,"$10,001 - $100,000",Other,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8dea1d95-1d39-4b1e-8223-5c949ce6e445.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2021,Variety Lights,Restaurant,"$2,000 - $10,000",Income Received of $500 or More,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8dea1d95-1d39-4b1e-8223-5c949ce6e445.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2021,Zovio Inc.,Education Technology,"$2,000 - $10,000",Stock,,2021-12-31,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8dea1d95-1d39-4b1e-8223-5c949ce6e445.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2022,"Akkadian Holdings IV, LP",Investment Fund,"$100,001 - $1,000,000",Partnership,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d439239e-06db-4c4e-849b-86bbc65f5752.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2022,"Akkadian Holdings VI, LP",Investment Fund,"$10,001 - $100,000",Partnership,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d439239e-06db-4c4e-849b-86bbc65f5752.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2022,"Akkadian Ventures Gp Ii, LLC",Investment Fund,"$10,001 - $100,000",Partnership,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d439239e-06db-4c4e-849b-86bbc65f5752.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2022,"Akkadian Ventures V, LP",Investment Fund,"$100,001 - $1,000,000",Partnership,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d439239e-06db-4c4e-849b-86bbc65f5752.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2022,Ap3K,Wifi access in Africa,"$10,001 - $100,000",Other,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d439239e-06db-4c4e-849b-86bbc65f5752.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2022,Blue Run Spirits,Craft Distillery,"$10,001 - $100,000",Other,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d439239e-06db-4c4e-849b-86bbc65f5752.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2022,Cohen & Steers International Realty Fund,Real Estate ETF,"$10,001 - $100,000",Stock,2022-09-02,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d439239e-06db-4c4e-849b-86bbc65f5752.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2022,"Dhi Group, Inc.",Technology,"$2,000 - $10,000",Stock,,2022-09-07,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d439239e-06db-4c4e-849b-86bbc65f5752.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2022,Guardant Health Inc.,Healthcare,"$10,001 - $100,000",Stock,,2022-09-01,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d439239e-06db-4c4e-849b-86bbc65f5752.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2022,Hack,Cyber Security ETF,"$2,000 - $10,000",Stock,,2022-09-07,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d439239e-06db-4c4e-849b-86bbc65f5752.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2022,Inmed Pharmaceuticals,Pharmaceutical Company,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d439239e-06db-4c4e-849b-86bbc65f5752.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2022,J-Ventures Capital Fund Ii,Investment Fund,"$10,001 - $100,000",Partnership,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d439239e-06db-4c4e-849b-86bbc65f5752.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2022,Manny LLC,Discussion and Event Space,"$10,001 - $100,000",Partnership,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d439239e-06db-4c4e-849b-86bbc65f5752.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2022,Mindkick LLC,Digital Educational Games,"$10,001 - $100,000",Stock,,2022-01-31,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d439239e-06db-4c4e-849b-86bbc65f5752.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2022,People Power,"Internet of Things for safey, wellness and sustainability","$10,001 - $100,000",Other,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d439239e-06db-4c4e-849b-86bbc65f5752.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2022,Principal Real Estate Securities Fund Institutional Class,Real Estate ETF,"$10,001 - $100,000",Stock,2022-09-02,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d439239e-06db-4c4e-849b-86bbc65f5752.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2022,Radimmune Therapeutics,Cancer Research & Therapeutics,"$100,001 - $1,000,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d439239e-06db-4c4e-849b-86bbc65f5752.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2022,"SB Technology, Inc",Quantum Computing Applications,"$100,001 - $1,000,000",Other,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d439239e-06db-4c4e-849b-86bbc65f5752.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2022,Splunk Inc.,Cloud Technology,"$2,000 - $10,000",Stock,,2022-09-07,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d439239e-06db-4c4e-849b-86bbc65f5752.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2022,Swiftmile,Charge systems for micro-mobility transit,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d439239e-06db-4c4e-849b-86bbc65f5752.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2022,Synergis,Nursing Education,"$100,001 - $1,000,000",Stock,,2022-02-28,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d439239e-06db-4c4e-849b-86bbc65f5752.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2022,Ulu Ventures,Investment Fund,"$10,001 - $100,000",Partnership,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d439239e-06db-4c4e-849b-86bbc65f5752.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2022,Ur Welcome,Information Resource for Immigrants,"$10,001 - $100,000",Other,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d439239e-06db-4c4e-849b-86bbc65f5752.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2022,Variety Lights,Restaurant,"$2,000 - $10,000",Partnership,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d439239e-06db-4c4e-849b-86bbc65f5752.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2023,"Akkadian Holdings IV, LP",Investment Fund,"$100,001 - $1,000,000",Partnership,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bb8d3e75-9a82-4c37-b27c-efdcea519650.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2023,"Akkadian Holdings VI, LP",Investment Fund ,"$10,001 - $100,000",Partnership,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bb8d3e75-9a82-4c37-b27c-efdcea519650.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
