filer,filingYear,name,nature,grossIncomeReceived,address,businessFmv,businessOrTrust,realPropertyNameOrAddress,realPropertyFmv,realPropertyInvestmentOrProperty,realPropertyNature,formUrl,legislatorDigitalDemocracyUrl
Steven Choi,2024,"New Era Academy, Inc. Kumon Math & Reading",Other,"Over $100,000","4624 Barranca Irvine, CA 92604","Over $1,000,000",Business entity,"4624 Barranca, Irvine, CA 92604","$10,001 - $100,000",Property,Leasehold,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4cb8e7d2-f022-4709-bf7d-6a4b3b634eab.pdf,https://digitaldemocracy.calmatters.org/legislators/steven-choi
Steven Choi,2024,"New Era Academy, Inc. Kumon Math & Reading",Other,"Over $100,000","4199 Campus Drive Irvine, CA 92612","Over $1,000,000",Business entity,"4199 Campus Drive Irvine, CA 92612","$10,001 - $100,000",Property,Leasehold,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4cb8e7d2-f022-4709-bf7d-6a4b3b634eab.pdf,https://digitaldemocracy.calmatters.org/legislators/steven-choi
Steven Choi,2021,IRA Trust Services Company CFBO S. Choi #549174,,$0 - $499,"105 Knob Creek, Irvine, CA 92602",,Trust,"Liddo House, LLC","$100,001 - $1,000,000",Investment,Partnership,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8a8da3e0-e42e-4e18-86b5-01a84c5aade5.pdf,https://digitaldemocracy.calmatters.org/legislators/steven-choi
Steven Choi,2021,New Era Academy Pension Plan Trust,,$0 - $499,"105 Knob Creek Irvine, CA 92602",,Trust,"Spectrum Gateway Hotels, LLC","$100,001 - $1,000,000",Investment,Partnership,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8a8da3e0-e42e-4e18-86b5-01a84c5aade5.pdf,https://digitaldemocracy.calmatters.org/legislators/steven-choi
Steven Choi,2021,"New Era Academy, Inc. Kumon Math & Reading",Other,"Over $100,000","4624 Barranca Irvine, CA 92604","Over $1,000,000",Business entity,"4624 Barranca, Irvine, CA 92604","$10,001 - $100,000",Property,Leasehold,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8a8da3e0-e42e-4e18-86b5-01a84c5aade5.pdf,https://digitaldemocracy.calmatters.org/legislators/steven-choi
Steven Choi,2021,"New Era Academy, Inc. Kumon Math & Reading",Other,"Over $100,000","4199 Campus Drive Irvine, CA 92612","Over $1,000,000",Business entity,"4199 Campus Drive Irvine, CA 92612","$10,001 - $100,000",Property,Leasehold,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8a8da3e0-e42e-4e18-86b5-01a84c5aade5.pdf,https://digitaldemocracy.calmatters.org/legislators/steven-choi
Steven Choi,2021,"CKH Investment, LLC",Partnership,$0 - $499,"105 Knob Creek Irvine, CA 92602","$100,001 - $1,000,000",Business entity,"Lido House, LLC","$100,001 - $1,000,000",Investment,Partnership,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8a8da3e0-e42e-4e18-86b5-01a84c5aade5.pdf,https://digitaldemocracy.calmatters.org/legislators/steven-choi
Steven Choi,2021,"CKH Investment, LLC",Partnership,$0 - $499,"105 Knob Creek Irvine, CA 92602","$100,001 - $1,000,000",Business entity,"SC Land Mark Hotels, LLC","$100,001 - $1,000,000",Investment,Partnership,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8a8da3e0-e42e-4e18-86b5-01a84c5aade5.pdf,https://digitaldemocracy.calmatters.org/legislators/steven-choi
Damon Connolly,2024,Law Offices of Damon M. Connolly,Sole Proprietorship,"$1,001 - $10,000","1888 Las Gallinas Avenue, San Rafael, CA 94903","$10,001 - $100,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/94e5e40a-905c-46a0-af49-d48fadc3d478.pdf,https://digitaldemocracy.calmatters.org/legislators/damon-connolly-165425
Damon Connolly,2023,Law Offices of Damon M. Connolly ,Sole Proprietorship,"$1,001 - $10,000","1888 Las Gallinas Avenue, San Rafael, CA 94903","$10,001 - $100,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/ecc684db-8c68-4dff-bdf6-9c120732cd2a.pdf,https://digitaldemocracy.calmatters.org/legislators/damon-connolly-165425
Damon Connolly,2022,Law Offices of Damon M. Connolly,Sole Proprietorship,"$1,001 - $10,000","1888 Las Galinas Avenue, San Rafael, CA 94903","$10,001 - $100,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/9b49afd4-37e7-4367-b42e-86052ef70145.pdf,https://digitaldemocracy.calmatters.org/legislators/damon-connolly-165425
Ken Cooley,2021,Ken Cooley & Sydney Cooley Revocable Trust,,"$10,001 - $100,000","11119 Concord River. Court Rancho Cordova, CA 95670",,Trust,"11150 Trinity River Drive, #122","$100,001 - $1,000,000",Property,Property Ownership/Deed of trust,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8a54d8f2-c791-4e9f-8bda-2a5d739c5b46.pdf,https://digitaldemocracy.calmatters.org/legislators/ken-cooley
Ken Cooley,2021,Ken Cooley & Sydney Cooley Revocable Trust,,"$10,001 - $100,000","11119 Concord River. Court Rancho Cordova, CA 95670",,Trust,10624 Chardonay Drive.,"$100,001 - $1,000,000",Property,Property Ownership/Deed of trust,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8a54d8f2-c791-4e9f-8bda-2a5d739c5b46.pdf,https://digitaldemocracy.calmatters.org/legislators/ken-cooley
Dave Cortese,2024,Dominic L. Cortese Family Partnership,Partnership,"$10,001 - $100,000","80 Spanish Bay Circle, Pebble Beach , CA 93953","Over $1,000,000",Business entity,11155 International Drive,"Over $1,000,000",Property,Partnership,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/ffcd32c7-c500-43ae-8fbc-198eafa7318a.pdf,https://digitaldemocracy.calmatters.org/legislators/dave-cortese-164699
Dave Cortese,2023,Dominic L. Cortese Family Partnership,Partnership,"$10,001 - $100,000","80 Spanish Bay Circle, Pebble Beach , CA 93953","Over $1,000,000",Business entity,198 East 14 Street,"Over $1,000,000",Property,Partnership,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/11b6b655-c141-4982-a5a5-40451863678e.pdf,https://digitaldemocracy.calmatters.org/legislators/dave-cortese-164699
Dave Cortese,2023,Dominic L. Cortese Family Partnership,Partnership,"$10,001 - $100,000","80 Spanish Bay Circle, Pebble Beach , CA 93953","Over $1,000,000",Business entity,11155 International Drive,"Over $1,000,000",Property,Partnership,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/11b6b655-c141-4982-a5a5-40451863678e.pdf,https://digitaldemocracy.calmatters.org/legislators/dave-cortese-164699
Dave Cortese,2022,Dominic L. Cortese Family Partnership,Partnership,"$10,001 - $100,000","80 Spanish Bay Circle, Pebble Beach , CA 93953","Over $1,000,000",Business entity,198 East 14 Street,"Over $1,000,000",Property,Partnership,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f336db39-c72c-42ad-bc7f-5853af1751b9.pdf,https://digitaldemocracy.calmatters.org/legislators/dave-cortese-164699
Dave Cortese,2022,Dominic L. Cortese Family Partnership,Partnership,"$10,001 - $100,000","80 Spanish Bay Circle, Pebble Beach , CA 93953","Over $1,000,000",Business entity,11155 International Drive ,"Over $1,000,000",Property,Partnership,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f336db39-c72c-42ad-bc7f-5853af1751b9.pdf,https://digitaldemocracy.calmatters.org/legislators/dave-cortese-164699
Dave Cortese,2021,Dominic L. Cortese Family Partnership,Partnership,"$10,001 - $100,000","80 Spanish Bay Circle, Pebble Beach , CA 93953","Over $1,000,000",Business entity,198 East 14 Street,"Over $1,000,000",Property,Property Ownership/Deed of trust,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/a2048986-e246-464e-9293-32223da16981.pdf,https://digitaldemocracy.calmatters.org/legislators/dave-cortese-164699
Dave Cortese,2021,Dominic L. Cortese Family Partnership,Partnership,,"80 Spanish Bay cir., Pebble Beach , CA 93953","Over $1,000,000",Business entity,11155 International Drive,"Over $1,000,000",Property,Partnership,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/a2048986-e246-464e-9293-32223da16981.pdf,https://digitaldemocracy.calmatters.org/legislators/dave-cortese-164699
Jordan Cunningham,2021,Cunningham Law Group,Sole Proprietorship,"Over $100,000","1830 Spring St, Paso Robles, CA 93446","$100,001 - $1,000,000",Business entity,Cunningham Law Group,"$10,001 - $100,000",Property,Leasehold,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/ac2d8fb5-97ab-4306-a1f3-8fb9fa66c23d.pdf,https://digitaldemocracy.calmatters.org/legislators/jordan-cunningham
Jordan Cunningham,2021,"CLG Properties, LLC",Other,"$10,001 - $100,000","1830 Spring Street, Paso Robles, CA 93446","$100,001 - $1,000,000",Business entity,"CLG Properties, LLC","$100,001 - $1,000,000",Property,Property Ownership/Deed of trust,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/ac2d8fb5-97ab-4306-a1f3-8fb9fa66c23d.pdf,https://digitaldemocracy.calmatters.org/legislators/jordan-cunningham
Megan Dahle,2024,Big Valley Seed Company,Sole Proprietorship,"Over $100,000","666-620 Hwy. 299, East Bieber, CA 96609","$100,001 - $1,000,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f66e1e59-bb0b-4879-a545-a813bb2a0614.pdf,https://digitaldemocracy.calmatters.org/legislators/megan-dahle-165415
Megan Dahle,2024,Big Valley Seed/Trucking Company,Sole Proprietorship,"Over $100,000","666-620 Hwy. 299, East Bieber, CA 96009","$100,001 - $1,000,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f66e1e59-bb0b-4879-a545-a813bb2a0614.pdf,https://digitaldemocracy.calmatters.org/legislators/megan-dahle-165415
Megan Dahle,2023,Big Valley Seed Company,Sole Proprietorship,"Over $100,000","666-620 Hwy, 299 East Bieber, CA 96009","$100,001 - $1,000,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/a3982f63-f094-4251-84f4-ad2d500b1256.pdf,https://digitaldemocracy.calmatters.org/legislators/megan-dahle-165415
Megan Dahle,2023,Big Valley Seed/Trucking Company,Sole Proprietorship,"Over $100,000","666-620 Hwy, 299 East Bieber, CA 96009","$100,001 - $1,000,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/a3982f63-f094-4251-84f4-ad2d500b1256.pdf,https://digitaldemocracy.calmatters.org/legislators/megan-dahle-165415
Brian Dahle,2023,Big Valley Seed Company ,Sole Proprietorship,"Over $100,000","666-620 Hwy, 299 East Bieber, CA 96009 ","$100,001 - $1,000,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/13b936f8-ed7f-478f-bbf8-a26ae7ef1093.pdf,https://digitaldemocracy.calmatters.org/legislators/brian-dahle-47
Brian Dahle,2023,Big Valley Seed/Trucking Company,Sole Proprietorship,"Over $100,000","666-620 Hwy, 299 East Bieber, CA 96009 ","$100,001 - $1,000,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/13b936f8-ed7f-478f-bbf8-a26ae7ef1093.pdf,https://digitaldemocracy.calmatters.org/legislators/brian-dahle-47
Megan Dahle,2022,Big Valley Seed Company,Sole Proprietorship,"Over $100,000","666-620 Hwy, 299 East Bieber, CA 96009","$100,001 - $1,000,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/12740755-aaf1-4375-a7d6-ee60d4a02f77.pdf,https://digitaldemocracy.calmatters.org/legislators/megan-dahle-165415
Megan Dahle,2022,Big Valley Seed/Trucking Company,Sole Proprietorship,"Over $100,000","666-620 Hwy, 299 East Bieber, CA 96009","$100,001 - $1,000,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/12740755-aaf1-4375-a7d6-ee60d4a02f77.pdf,https://digitaldemocracy.calmatters.org/legislators/megan-dahle-165415
Brian Dahle,2022,Big Valley Seed Company,Sole Proprietorship,"Over $100,000","666-620 Hwy, 299 East Bieber, CA 96009","$100,001 - $1,000,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f9bbdecb-dc7b-460f-9158-5fca30d91ef1.pdf,https://digitaldemocracy.calmatters.org/legislators/brian-dahle-47
Brian Dahle,2022,Big Valley Seed/Trucking Company,,,"666-620 Hwy, 299 East Bieber, CA 96009",,,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f9bbdecb-dc7b-460f-9158-5fca30d91ef1.pdf,https://digitaldemocracy.calmatters.org/legislators/brian-dahle-47
Brian Dahle,2021,Big Valley Seed Company,Sole Proprietorship,"Over $100,000","666-620 Hwy 299, East Bieber, CA 96009","$100,001 - $1,000,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/63cedf4d-2c22-4c7f-9222-1d3afe7d3f20.pdf,https://digitaldemocracy.calmatters.org/legislators/brian-dahle-47
Brian Dahle,2021,Big Valley Seed/Trucking Company,Sole Proprietorship,"Over $100,000","666-620 Hwy 299, East Bieber, CA 96009","$100,001 - $1,000,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/63cedf4d-2c22-4c7f-9222-1d3afe7d3f20.pdf,https://digitaldemocracy.calmatters.org/legislators/brian-dahle-47
Megan Dahle,2021,Big Valley Seed Company,Sole Proprietorship,"Over $100,000","666-620 HWY, 299 East Bieber, CA 96009","$100,001 - $1,000,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/79980f60-8ec8-45bb-954f-ce71aef796ab.pdf,https://digitaldemocracy.calmatters.org/legislators/megan-dahle-165415
Megan Dahle,2021,Big Valley Seed/Trucking Company,Sole Proprietorship,"Over $100,000","666-620 HWY, 299 East Bieber, CA 96009","$100,001 - $1,000,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/79980f60-8ec8-45bb-954f-ce71aef796ab.pdf,https://digitaldemocracy.calmatters.org/legislators/megan-dahle-165415
Laurie Davies,2024,Five Star Wedding &Events,Sole Proprietorship,"$10,001 - $100,000",28175 La Gallina Laguna Niguel CA 92677,"$10,001 - $100,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/6b1de239-77eb-4d40-a660-4ed4c2470b33.pdf,https://digitaldemocracy.calmatters.org/legislators/laurie-davies-165457
Laurie Davies,2023,Five Star Wedding &Events,Sole Proprietorship,"$10,001 - $100,000",28175 La Gallina Laguna Niguel CA 92677,"$10,001 - $100,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/1ff2e22a-6310-4f76-ab62-12b729a9f309.pdf,https://digitaldemocracy.calmatters.org/legislators/laurie-davies-165457
Laurie Davies,2022,Five Star Wedding & Events,Sole Proprietorship,"$10,001 - $100,000",28175 La Gallina Laguna Nigel CA 92677,"$10,001 - $100,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e481beb2-d2ea-4d1c-b6b1-8d19eea9dedc.pdf,https://digitaldemocracy.calmatters.org/legislators/laurie-davies-165457
Laurie Davies,2021,Five Star Wedding & Events,Sole Proprietorship,"$10,001 - $100,000",28175 La Gallina Laguna Niguel CA 92677,"$10,001 - $100,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8d0c75bc-2f33-49f6-afde-6255b21fb2eb.pdf,https://digitaldemocracy.calmatters.org/legislators/laurie-davies-165457
Carl DeMaio,2024,DeMaio Strategy Consulting,Sole Proprietorship,"$1,001 - $10,000","18295 High Mesa Court, San Diego CA 92127","$100,001 - $1,000,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/c3ad9cea-b663-47ac-8d72-fa23ce7797aa.pdf,https://digitaldemocracy.calmatters.org/legislators/carl-demaio-161014
Carl DeMaio,2024,Hale Media (Spouse Asset - No fin interest in it),Other,$0 - $499,"18295 High Mesa Court, San Diego CA 92127","$100,001 - $1,000,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/c3ad9cea-b663-47ac-8d72-fa23ce7797aa.pdf,https://digitaldemocracy.calmatters.org/legislators/carl-demaio-161014
Sade Elhawary,2024,Jade Strategy Consultants LLC,Other,"$10,001 - $100,000","3753 1/2 Woodlawn Ave. Los Angeles, CA 90011-2642","$100,001 - $1,000,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/11110038-37c6-47d6-9553-4b6da94c4879.pdf,https://digitaldemocracy.calmatters.org/legislators/sade-elhawary-187428
Stan Ellis,2024,"Stanley W Ellis Seperate Property Trust dated May 26, 202",,"Over $100,000","PO Box 5427, Bakersfield, CA 93388",,Trust,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/b48f89b8-cede-4822-8032-146d135d3de6.pdf,https://digitaldemocracy.calmatters.org/legislators/stan-ellis-188334
Stan Ellis,2024,"Ellis Family Trust dated October 16, 2016",,"Over $100,000","PO Box 5427, Bakersfield, CA 93388",,Trust,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/b48f89b8-cede-4822-8032-146d135d3de6.pdf,https://digitaldemocracy.calmatters.org/legislators/stan-ellis-188334
Stan Ellis,2024,Ellis Gudmundsen LLC,Other,"Over $100,000","1400 Norris Road, Bakersfield, CA 93308","Over $1,000,000",Business entity,SEE ATTACHED,"Over $1,000,000",Property,Property Ownership/Deed of trust,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/b48f89b8-cede-4822-8032-146d135d3de6.pdf,https://digitaldemocracy.calmatters.org/legislators/stan-ellis-188334
Stan Ellis,2024,Environmental Technologies LLC,Other,"Over $100,000","1400 Norris Road, Bakersfield, CA 93308","$100,001 - $1,000,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/b48f89b8-cede-4822-8032-146d135d3de6.pdf,https://digitaldemocracy.calmatters.org/legislators/stan-ellis-188334
Stan Ellis,2024,King Air LLC,Other,$0 - $499,"1400 Norris Road, Bakersfield, CA 93308","Over $1,000,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/b48f89b8-cede-4822-8032-146d135d3de6.pdf,https://digitaldemocracy.calmatters.org/legislators/stan-ellis-188334
Stan Ellis,2024,Premier Equipment Rental Inc,Other,"Over $100,000","3217 Patton Way, Bakersfield, CA 93308","Over $1,000,000",Business entity,"3217 Patton Way, Bakersfield, CA 93308","Over $1,000,000",Property,Property Ownership/Deed of trust,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/b48f89b8-cede-4822-8032-146d135d3de6.pdf,https://digitaldemocracy.calmatters.org/legislators/stan-ellis-188334
Stan Ellis,2024,"Vertical Tank, Inc.",Other,"Over $100,000","1400 Norris Road, Bakersfield, CA 93308","Over $1,000,000",Business entity,"1400 Norris Road, Bakersfield, CA 93308","Over $1,000,000",Property,Property Ownership/Deed of trust,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/b48f89b8-cede-4822-8032-146d135d3de6.pdf,https://digitaldemocracy.calmatters.org/legislators/stan-ellis-188334
Stan Ellis,2024,Premier Oilfield Service Inc.,Other,$0 - $499,"6810 Downing Avenue, Bakersfield, CA 93308","$0 - $1,999",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/b48f89b8-cede-4822-8032-146d135d3de6.pdf,https://digitaldemocracy.calmatters.org/legislators/stan-ellis-188334
Stan Ellis,2024,Reservoir Management Services LLC,Other,$0 - $499,"1400 Norris Road, Bakersfield, CA 93308","$0 - $1,999",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/b48f89b8-cede-4822-8032-146d135d3de6.pdf,https://digitaldemocracy.calmatters.org/legislators/stan-ellis-188334
Stan Ellis,2024,S and B Ellis Farms LLC,Other,"Over $100,000","16208 Zerker Rd, Bakersfield, CA 93308","$100,001 - $1,000,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/b48f89b8-cede-4822-8032-146d135d3de6.pdf,https://digitaldemocracy.calmatters.org/legislators/stan-ellis-188334
Stan Ellis,2024,S and B Ellis Investments Inc.,Other,$0 - $499,"1400 Norris Road, Bakersfield, CA 93308","$0 - $1,999",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/b48f89b8-cede-4822-8032-146d135d3de6.pdf,https://digitaldemocracy.calmatters.org/legislators/stan-ellis-188334
Stan Ellis,2024,Sierra Process Systems Inc.,Other,$0 - $499,"1400 Norris Road, Bakersfield, CA 93308","$0 - $1,999",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/b48f89b8-cede-4822-8032-146d135d3de6.pdf,https://digitaldemocracy.calmatters.org/legislators/stan-ellis-188334
Stan Ellis,2024,Bakersfield Professional Sports LLC,Other,"$10,001 - $100,000","1524 Norris Rd, Bakersfield, CA 93308","$0 - $1,999",Business entity,"1524 Norris Rd, Bakersfield, CA 93308","Over $1,000,000",Property,Other,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/b48f89b8-cede-4822-8032-146d135d3de6.pdf,https://digitaldemocracy.calmatters.org/legislators/stan-ellis-188334
Stan Ellis,2024,Total Process Solutions,Other,$0 - $499,"1400 Norris Road, Bakersfield, CA 93308","$0 - $1,999",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/b48f89b8-cede-4822-8032-146d135d3de6.pdf,https://digitaldemocracy.calmatters.org/legislators/stan-ellis-188334
Bill Essayli,2024,Essayli & Brown LLP,Partnership,"Over $100,000","2211 Michelson Drive, Suite 900","Over $1,000,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/285244cd-8931-4ed9-9bcc-6df9f8e92b32.pdf,https://digitaldemocracy.calmatters.org/legislators/bill-essayli-165444
Bill Essayli,2023,Essayli & Brown LLP,Partnership,"Over $100,000","2211 Michelson Drive, Suite 900","Over $1,000,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/6c99a4b9-3d9e-440c-b3c1-ff6ff78fd17f.pdf,https://digitaldemocracy.calmatters.org/legislators/bill-essayli-165444
Bill Essayli,2022,Essayli & Brown LLP,Partnership,"$10,001 - $100,000","18191 Von Karman Ave., Suite 100, Irvine, CA 92612","$100,001 - $1,000,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/2ba9e1fc-0ca4-4e31-9372-c8fbaafb96ae.pdf,https://digitaldemocracy.calmatters.org/legislators/bill-essayli-165444
Heath Flora,2024,Golden Valley Equipment,Partnership,$0 - $499,"5143 Bluegum Ave., Modesto, CA 95358","$100,001 - $1,000,000",Business entity,Golden Valley Equipment,"$10,001 - $100,000",Investment,Other,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/455a72ed-44b5-4076-9f42-62dc4691500d.pdf,https://digitaldemocracy.calmatters.org/legislators/heath-flora-100930
Heath Flora,2023,Golden Valley Equipment,Partnership,$0 - $499,"5143 Bluegum Ave., Modesto CA 95358","$100,001 - $1,000,000",Business entity,"Golden Valley Equipment, Ag Business ","$10,001 - $100,000",Investment,Other,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/46c16752-4f4c-4448-a46f-154d62f9f90c.pdf,https://digitaldemocracy.calmatters.org/legislators/heath-flora-100930
Heath Flora,2022,Golden Valley Equipment,,$0 - $499,"5143 Bluegum Ave., Modesto, CA 95358",,--,"Golden Valley Equipment, Ag Business","$100,001 - $1,000,000",,Partnership,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/51843209-efd6-46e8-8e93-f970672debbe.pdf,https://digitaldemocracy.calmatters.org/legislators/heath-flora-100930
Vince Fong,2023,Boschma & Son Dairy ,Partnership,"Over $100,000","24794 Sherwood Ave. Wasco, CA 93280 ","Over $1,000,000",Business entity,"24794 Sherwood Ave. Wasco, CA 93280","Over $1,000,000",Property,Property Ownership/Deed of trust,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/cba5aeb6-506d-444b-a2f6-87203063a411.pdf,https://digitaldemocracy.calmatters.org/legislators/vince-fong-100939
Laura Friedman,2023,Planetglass.net,Sole Proprietorship,"$1,001 - $10,000","300 Brockmont Drive, Glendale, CA 91202","$10,001 - $100,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/9de665f6-da0d-45dd-b2fd-7b16067ad67c.pdf,https://digitaldemocracy.calmatters.org/legislators/laura-friedman-100935
Laura Friedman,2023,Picture This Land,Sole Proprietorship,"$10,001 - $100,000","300 Brockmont Drive, Glendale, CA 91202","$10,001 - $100,000",Business entity,"300 Brockmont Drive, Glendale, CA 91202","$10,001 - $100,000",Property,Property Ownership/Deed of trust,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/9de665f6-da0d-45dd-b2fd-7b16067ad67c.pdf,https://digitaldemocracy.calmatters.org/legislators/laura-friedman-100935
Laura Friedman,2022,Planetglass.net,Sole Proprietorship,"$1,001 - $10,000","300 Brockmont Drive, Glendale, CA 91202","$10,001 - $100,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/b0bc28ac-b205-409f-bd30-9dd16eff692f.pdf,https://digitaldemocracy.calmatters.org/legislators/laura-friedman-100935
Laura Friedman,2022,Picture This Land,Sole Proprietorship,"$10,001 - $100,000","300 Brockmont Drive, Glendale, CA 91202","$10,001 - $100,000",Business entity,,"$10,001 - $100,000",Property,Property Ownership/Deed of trust,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/b0bc28ac-b205-409f-bd30-9dd16eff692f.pdf,https://digitaldemocracy.calmatters.org/legislators/laura-friedman-100935
Laura Friedman,2021,Planetglass.net,Sole Proprietorship,"$1,001 - $10,000","300 Brockmont Drive,Glendale, CA 91202","$10,001 - $100,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/82181533-dcb1-478b-b7b3-83a4aaae30a9.pdf,https://digitaldemocracy.calmatters.org/legislators/laura-friedman-100935
Laura Friedman,2021,Picture This Land,Sole Proprietorship,"$10,001 - $100,000","300 Brockmont Drive, Glendale, CA 91202","$10,001 - $100,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/82181533-dcb1-478b-b7b3-83a4aaae30a9.pdf,https://digitaldemocracy.calmatters.org/legislators/laura-friedman-100935
