filer,filingYear,sourceName,amount,date,description,formUrl,legislatorGlassHouseUrl
Joaquin Arambula,2022,Fresno Fair,240,2022-10-05,tickets,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/84493db1-4846-4f47-8c70-f76c36c01cb1.pdf,https://calmatters.org/legislator-tracker/joaquin-arambula-1977
Joaquin Arambula,2022,Tom Richards,250,2022-06-15,food/drink,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/84493db1-4846-4f47-8c70-f76c36c01cb1.pdf,https://calmatters.org/legislator-tracker/joaquin-arambula-1977
Joaquin Arambula,2022,Rendon for Assembly 2022,33.27,2022-05-17,craft brew,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/84493db1-4846-4f47-8c70-f76c36c01cb1.pdf,https://calmatters.org/legislator-tracker/joaquin-arambula-1977
Joaquin Arambula,2022,Rendon for Assembly 2022,32.49,2022-08-22,food/drink,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/84493db1-4846-4f47-8c70-f76c36c01cb1.pdf,https://calmatters.org/legislator-tracker/joaquin-arambula-1977
Joaquin Arambula,2022,Rendon for Assembly 2022,25.71,2022-08-31,food/drink,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/84493db1-4846-4f47-8c70-f76c36c01cb1.pdf,https://calmatters.org/legislator-tracker/joaquin-arambula-1977
Joaquin Arambula,2022,California Democratic Party,62.93,2022-05-03,food/drink,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/84493db1-4846-4f47-8c70-f76c36c01cb1.pdf,https://calmatters.org/legislator-tracker/joaquin-arambula-1977
Joaquin Arambula,2022,California Democratic Party,67.87,2022-08-16,food/drink,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/84493db1-4846-4f47-8c70-f76c36c01cb1.pdf,https://calmatters.org/legislator-tracker/joaquin-arambula-1977
Joaquin Arambula,2022,California Democratic Party,61.78,2022-11-10,food/drink,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/84493db1-4846-4f47-8c70-f76c36c01cb1.pdf,https://calmatters.org/legislator-tracker/joaquin-arambula-1977
Joaquin Arambula,2021,California Democratic Party,56.93,2021-05-04,food/drink,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/6afcbada-ac23-4405-8f0b-a7a1bb772478.pdf,https://calmatters.org/legislator-tracker/joaquin-arambula-1977
Joaquin Arambula,2021,California Democratic Party,60.99,2021-08-24,food/drink,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/6afcbada-ac23-4405-8f0b-a7a1bb772478.pdf,https://calmatters.org/legislator-tracker/joaquin-arambula-1977
Joaquin Arambula,2021,California Tribal Business Alliance,53,2021-07-14,food/drink,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/6afcbada-ac23-4405-8f0b-a7a1bb772478.pdf,https://calmatters.org/legislator-tracker/joaquin-arambula-1977
Joaquin Arambula,2021,Walt Disney Company,420,2021-12-04,tickets,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/6afcbada-ac23-4405-8f0b-a7a1bb772478.pdf,https://calmatters.org/legislator-tracker/joaquin-arambula-1977
Joaquin Arambula,2021,San Manuel Band of Mission Indians,59.51,2021-04-30,food/drink,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/6afcbada-ac23-4405-8f0b-a7a1bb772478.pdf,https://calmatters.org/legislator-tracker/joaquin-arambula-1977
Joaquin Arambula,2021,San Manuel Band of Mission Indians,11.61,2021-07-14,food/drink,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/6afcbada-ac23-4405-8f0b-a7a1bb772478.pdf,https://calmatters.org/legislator-tracker/joaquin-arambula-1977
Joaquin Arambula,2021,"Warner Bros. Entertainment, Inc.",57,2021-06-07,ticket/food/drink,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/6afcbada-ac23-4405-8f0b-a7a1bb772478.pdf,https://calmatters.org/legislator-tracker/joaquin-arambula-1977
Joaquin Arambula,2021,National Conference of State Legislatures,136.35,2021-05-21,food/drink,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/6afcbada-ac23-4405-8f0b-a7a1bb772478.pdf,https://calmatters.org/legislator-tracker/joaquin-arambula-1977
Joaquin Arambula,2021,National Conference of State Legislatures,41.12,2021-05-22,food/drink,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/6afcbada-ac23-4405-8f0b-a7a1bb772478.pdf,https://calmatters.org/legislator-tracker/joaquin-arambula-1977
Joaquin Arambula,2021,National Conference of State Legislatures,58.15,2021-05-22,food/drink,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/6afcbada-ac23-4405-8f0b-a7a1bb772478.pdf,https://calmatters.org/legislator-tracker/joaquin-arambula-1977
Joaquin Arambula,2021,National Conference of State Legislatures,125.37,2021-05-22,food/drink,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/6afcbada-ac23-4405-8f0b-a7a1bb772478.pdf,https://calmatters.org/legislator-tracker/joaquin-arambula-1977
Joaquin Arambula,2021,National Conference of State Legislatures,57.65,2021-05-22,transportation,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/6afcbada-ac23-4405-8f0b-a7a1bb772478.pdf,https://calmatters.org/legislator-tracker/joaquin-arambula-1977
Joaquin Arambula,2021,Rendon for Assembly 2020,24.64,2021-01-28,photo book,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/6afcbada-ac23-4405-8f0b-a7a1bb772478.pdf,https://calmatters.org/legislator-tracker/joaquin-arambula-1977
Joaquin Arambula,2021,Rendon for Assembly 2020,23.04,2021-05-17,spirit/bottles of beer,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/6afcbada-ac23-4405-8f0b-a7a1bb772478.pdf,https://calmatters.org/legislator-tracker/joaquin-arambula-1977
Joaquin Arambula,2021,Rendon for Assembly 2020,7.09,2021-07-07,food,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/6afcbada-ac23-4405-8f0b-a7a1bb772478.pdf,https://calmatters.org/legislator-tracker/joaquin-arambula-1977
Bob Archuleta,2022,Armenian National Committee of America,294,,2 TICKETS TO ANNUAL GALA FUNDRAISER,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f1a53854-7f99-419c-bc80-8950d79eecaa.pdf,https://calmatters.org/legislator-tracker/bob-archuleta-1945
Bob Archuleta,2022,California Armenian Legislative Caucus Foundation,108.51,,FLEECE JACKET,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f1a53854-7f99-419c-bc80-8950d79eecaa.pdf,https://calmatters.org/legislator-tracker/bob-archuleta-1945
Bob Archuleta,2022,California Latino Legislative Caucus Foundation,47.39,,CESAR FILM SCREENING,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f1a53854-7f99-419c-bc80-8950d79eecaa.pdf,https://calmatters.org/legislator-tracker/bob-archuleta-1945
Bob Archuleta,2022,California Latino Legislative Caucus Foundation,75.85,,COMMEMORATIVE POSTER ,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f1a53854-7f99-419c-bc80-8950d79eecaa.pdf,https://calmatters.org/legislator-tracker/bob-archuleta-1945
Bob Archuleta,2022,California Latino Legislative Caucus Foundation,71.03,,VASE,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f1a53854-7f99-419c-bc80-8950d79eecaa.pdf,https://calmatters.org/legislator-tracker/bob-archuleta-1945
Bob Archuleta,2022,CA NEW CAR DEALERS ASSOC ,99.42,,RECEPTION,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f1a53854-7f99-419c-bc80-8950d79eecaa.pdf,https://calmatters.org/legislator-tracker/bob-archuleta-1945
Bob Archuleta,2022,California Democratic Party,133.48,,SNACKS AD MEALS,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f1a53854-7f99-419c-bc80-8950d79eecaa.pdf,https://calmatters.org/legislator-tracker/bob-archuleta-1945
Bob Archuleta,2022,California Democratic Party,142.83,,SNACKS AD MEALS,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f1a53854-7f99-419c-bc80-8950d79eecaa.pdf,https://calmatters.org/legislator-tracker/bob-archuleta-1945
Bob Archuleta,2022,California Democratic Party,51.81,,RECEPTION,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f1a53854-7f99-419c-bc80-8950d79eecaa.pdf,https://calmatters.org/legislator-tracker/bob-archuleta-1945
Bob Archuleta,2022,KARINA'S CEVICHES & MORE,66,,FAREWELL PARTY,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f1a53854-7f99-419c-bc80-8950d79eecaa.pdf,https://calmatters.org/legislator-tracker/bob-archuleta-1945
Bob Archuleta,2022,NAPA VALLEY VINTERS,100,,RECEPTION & TRANSPORTATION,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f1a53854-7f99-419c-bc80-8950d79eecaa.pdf,https://calmatters.org/legislator-tracker/bob-archuleta-1945
Bob Archuleta,2022,OC CA LABOR FEDERATION,100,,CONFERENCE DINNER TICKET,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f1a53854-7f99-419c-bc80-8950d79eecaa.pdf,https://calmatters.org/legislator-tracker/bob-archuleta-1945
Bob Archuleta,2022,TRANSPORTATION CA,59.71,, RECEPTION,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f1a53854-7f99-419c-bc80-8950d79eecaa.pdf,https://calmatters.org/legislator-tracker/bob-archuleta-1945
Bob Archuleta,2022,VISITT NAPA VALLEY,102.5,,TRANSPORTATION & GIFT,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f1a53854-7f99-419c-bc80-8950d79eecaa.pdf,https://calmatters.org/legislator-tracker/bob-archuleta-1945
Bob Archuleta,2022,WINE GROWERS OF NAPA,114.65,,DINNER RECEPTION,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f1a53854-7f99-419c-bc80-8950d79eecaa.pdf,https://calmatters.org/legislator-tracker/bob-archuleta-1945
Bob Archuleta,2022,SPECIALITY EQUIPMENT MARKET ASSOCIATION,433,,"HOTEL, DINNER, CONFERENCE & EXIB1TPHOTO",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f1a53854-7f99-419c-bc80-8950d79eecaa.pdf,https://calmatters.org/legislator-tracker/bob-archuleta-1945
Bob Archuleta,2021,Re-Elect Senator Atkins 2020,81,2021-02-23,Jacket,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e271ba5e-b54c-4e8e-80b4-91431eaaca8e.pdf,https://calmatters.org/legislator-tracker/bob-archuleta
Bob Archuleta,2021,Re-Elect Senator Atkins 2020,165,2021-05-10,Dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e271ba5e-b54c-4e8e-80b4-91431eaaca8e.pdf,https://calmatters.org/legislator-tracker/bob-archuleta
Bob Archuleta,2021,California Armenian Legislative Caucus,66,2021-07-07,Reception,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e271ba5e-b54c-4e8e-80b4-91431eaaca8e.pdf,https://calmatters.org/legislator-tracker/bob-archuleta
Bob Archuleta,2021,California Tribal Business Alliance,53,2021-07-14,Reception,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e271ba5e-b54c-4e8e-80b4-91431eaaca8e.pdf,https://calmatters.org/legislator-tracker/bob-archuleta
Bob Archuleta,2021,California Chamber of Commerce,100,2021-10-27,Reception,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e271ba5e-b54c-4e8e-80b4-91431eaaca8e.pdf,https://calmatters.org/legislator-tracker/bob-archuleta
Angelique Ashby,2022,Broadway Sacramento,240,2022-05-07,2 tickets - 120 each,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/43b1da2a-3081-4651-8683-f0cc85041a6b.pdf,https://calmatters.org/legislator-tracker/angelique-ashby-1975
Angelique Ashby,2022,Visit Sacramento,450,2022-09-11,2 tickets - $225 each,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/43b1da2a-3081-4651-8683-f0cc85041a6b.pdf,https://calmatters.org/legislator-tracker/angelique-ashby-1975
Angelique Ashby,2022,Danny Wimmer Presents,133.5,2022-10-15,3 tickets - $44.50 each,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/43b1da2a-3081-4651-8683-f0cc85041a6b.pdf,https://calmatters.org/legislator-tracker/angelique-ashby-1975
Angelique Ashby,2022,California Democratic Party,51.18,2022-12-04,senate new member reception,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/43b1da2a-3081-4651-8683-f0cc85041a6b.pdf,https://calmatters.org/legislator-tracker/angelique-ashby-1975
Toni Atkins,2022,California Democratic Party,133.48,2022-03-15,Meals,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/eed6697d-3263-4bd6-bf8a-2ec93dddcc19.pdf,https://calmatters.org/legislator-tracker/toni-atkins-1962
Toni Atkins,2022,California Democratic Party,142.83,2023-03-16,Meals,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/eed6697d-3263-4bd6-bf8a-2ec93dddcc19.pdf,https://calmatters.org/legislator-tracker/toni-atkins-1962
Toni Atkins,2022,California Democratic Party,51.18,2023-12-04,Reception,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/eed6697d-3263-4bd6-bf8a-2ec93dddcc19.pdf,https://calmatters.org/legislator-tracker/toni-atkins-1962
Toni Atkins,2022,California International Relations Foundation,252.15,2022-08-16,Dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/eed6697d-3263-4bd6-bf8a-2ec93dddcc19.pdf,https://calmatters.org/legislator-tracker/toni-atkins-1962
Toni Atkins,2022,California Legislative LGBT Foundation,55.52,2022-03-07,Dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/eed6697d-3263-4bd6-bf8a-2ec93dddcc19.pdf,https://calmatters.org/legislator-tracker/toni-atkins-1962
Toni Atkins,2022,California Legislative LGBT Foundation,19.54,2022-06-20,Pride Gift Bag,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/eed6697d-3263-4bd6-bf8a-2ec93dddcc19.pdf,https://calmatters.org/legislator-tracker/toni-atkins-1962
Toni Atkins,2022,California State Floral Association,45,2022-03-23,Flowers,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/eed6697d-3263-4bd6-bf8a-2ec93dddcc19.pdf,https://calmatters.org/legislator-tracker/toni-atkins-1962
Toni Atkins,2022,California State Floral Association,16.95,2022-03-23,Flowers,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/eed6697d-3263-4bd6-bf8a-2ec93dddcc19.pdf,https://calmatters.org/legislator-tracker/toni-atkins-1962
Toni Atkins,2022,County of San Diego Black Chamber of Commerce,353,2022-10-28,Ticket,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/eed6697d-3263-4bd6-bf8a-2ec93dddcc19.pdf,https://calmatters.org/legislator-tracker/toni-atkins-1962
Toni Atkins,2022,Dave Sebeck,173,2022-08-01,Banjo - Joint Gift,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/eed6697d-3263-4bd6-bf8a-2ec93dddcc19.pdf,https://calmatters.org/legislator-tracker/toni-atkins-1962
Toni Atkins,2022,Doug Case,50,2022-08-01,Banjo - Joint Gift,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/eed6697d-3263-4bd6-bf8a-2ec93dddcc19.pdf,https://calmatters.org/legislator-tracker/toni-atkins-1962
Toni Atkins,2022,"Eric Astacaan, former staff and Spouse, Michael Butler",113.08,2022-08-01,Flowers,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/eed6697d-3263-4bd6-bf8a-2ec93dddcc19.pdf,https://calmatters.org/legislator-tracker/toni-atkins-1962
Toni Atkins,2022,"Joe Stephenshaw, Governor's Office",184,2022-06-30,Flowers and Wine,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/eed6697d-3263-4bd6-bf8a-2ec93dddcc19.pdf,https://calmatters.org/legislator-tracker/toni-atkins-1962
Toni Atkins,2022,Liz Crowley,60,2022-08-01,Banjo - Joint Gift,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/eed6697d-3263-4bd6-bf8a-2ec93dddcc19.pdf,https://calmatters.org/legislator-tracker/toni-atkins-1962
Toni Atkins,2022,Meredith McNamee,60,2022-08-01,Banjo - Joint Gift,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/eed6697d-3263-4bd6-bf8a-2ec93dddcc19.pdf,https://calmatters.org/legislator-tracker/toni-atkins-1962
Toni Atkins,2022,Morongo Band of Mission Indians,110.71,2022-11-02,Dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/eed6697d-3263-4bd6-bf8a-2ec93dddcc19.pdf,https://calmatters.org/legislator-tracker/toni-atkins-1962
Toni Atkins,2022,New South Wales Parliament,76.82,2022-08-15,Tray,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/eed6697d-3263-4bd6-bf8a-2ec93dddcc19.pdf,https://calmatters.org/legislator-tracker/toni-atkins-1962
Toni Atkins,2022,Niesha Frit,253.41,2022-08-01,Banjo - Joint Gift,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/eed6697d-3263-4bd6-bf8a-2ec93dddcc19.pdf,https://calmatters.org/legislator-tracker/toni-atkins-1962
Toni Atkins,2022,Paramount Pictures,55.67,2022-05-11,Reception and Screening,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/eed6697d-3263-4bd6-bf8a-2ec93dddcc19.pdf,https://calmatters.org/legislator-tracker/toni-atkins-1962
Toni Atkins,2022,Women in California Leadership,100,2022-08-01,Flowers,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/eed6697d-3263-4bd6-bf8a-2ec93dddcc19.pdf,https://calmatters.org/legislator-tracker/toni-atkins-1962
Toni Atkins,2022,Women in California Leadership,80,2022-08-16,Gift bag,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/eed6697d-3263-4bd6-bf8a-2ec93dddcc19.pdf,https://calmatters.org/legislator-tracker/toni-atkins-1962
Toni Atkins,2022,Women in California Leadership,22.01,2022-12-05,Plant,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/eed6697d-3263-4bd6-bf8a-2ec93dddcc19.pdf,https://calmatters.org/legislator-tracker/toni-atkins-1962
Toni Atkins,2022,Governor Newsom's California State Protocol Foundation,56.08,2022-03-16,Reception,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/eed6697d-3263-4bd6-bf8a-2ec93dddcc19.pdf,https://calmatters.org/legislator-tracker/toni-atkins-1962
Toni Atkins,2022,Governor Newsom's California State Protocol Foundation,36.62,2022-08-01,Champagne,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/eed6697d-3263-4bd6-bf8a-2ec93dddcc19.pdf,https://calmatters.org/legislator-tracker/toni-atkins-1962
Toni Atkins,2022,Lt. Governor Eleni Kounalakis,50,2022-08-01,Flowers,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/eed6697d-3263-4bd6-bf8a-2ec93dddcc19.pdf,https://calmatters.org/legislator-tracker/toni-atkins-1962
Toni Atkins,2022,Mayor Todd Gloria,129.29,2022-07-19,Flowers,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/eed6697d-3263-4bd6-bf8a-2ec93dddcc19.pdf,https://calmatters.org/legislator-tracker/toni-atkins-1962
Toni Atkins,2022,Senator Mike McGuire,132.08,2022-03-21,Framed Photo,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/eed6697d-3263-4bd6-bf8a-2ec93dddcc19.pdf,https://calmatters.org/legislator-tracker/toni-atkins-1962
Toni Atkins,2022,Senator Mike McGuire,48.74,2022-06-13,Cookies,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/eed6697d-3263-4bd6-bf8a-2ec93dddcc19.pdf,https://calmatters.org/legislator-tracker/toni-atkins-1962
Toni Atkins,2022,Assemblymember Jim Cooper,50,2022-05-04,Cheeseboard,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/eed6697d-3263-4bd6-bf8a-2ec93dddcc19.pdf,https://calmatters.org/legislator-tracker/toni-atkins-1962
Toni Atkins,2022,Assemblymember Rudy Salas,55.5,2022-09-07,Baking Supplies,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/eed6697d-3263-4bd6-bf8a-2ec93dddcc19.pdf,https://calmatters.org/legislator-tracker/toni-atkins-1962
Toni Atkins,2022,Senator Durazo,56,2022-08-08,Champagne,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/eed6697d-3263-4bd6-bf8a-2ec93dddcc19.pdf,https://calmatters.org/legislator-tracker/toni-atkins-1962
Toni Atkins,2022,Senator Mike McGuire,10.68,2022-03-16,Gift Bag,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/eed6697d-3263-4bd6-bf8a-2ec93dddcc19.pdf,https://calmatters.org/legislator-tracker/toni-atkins-1962
